filename,lat,long
00247389.jpg,-0.0011945,-0.0002026
00247400.jpg,-0.0011770,-0.0002297
00247411.jpg,-0.0011625,-0.0002837
00247422.jpg,-0.0011250,-0.0003398
00247433.jpg,-0.0010675,-0.0003651
00247444.jpg,-0.0010055,-0.0003823
00247455.jpg,-0.0009426,-0.0003977
00247466.jpg,-0.0008782,-0.0004029
00247477.jpg,-0.0008136,-0.0004043
00247488.jpg,-0.0007489,-0.0004049
00247499.jpg,-0.0006863,-0.0004051
00247510.jpg,-0.0006221,-0.0004053
00247521.jpg,-0.0005575,-0.0004054
00247532.jpg,-0.0004978,-0.0004056
00247543.jpg,-0.0004964,-0.0004056
00247554.jpg,-0.0004964,-0.0004056
00247565.jpg,-0.0004964,-0.0004056
00247576.jpg,-0.0004964,-0.0004056
00247587.jpg,-0.0004964,-0.0004056
00247598.jpg,-0.0004964,-0.0004056
00247609.jpg,-0.0004964,-0.0004056
00247620.jpg,-0.0004964,-0.0004056
00247631.jpg,-0.0004964,-0.0004056
00247642.jpg,-0.0004964,-0.0004056
00247653.jpg,-0.0004964,-0.0004056
00247664.jpg,-0.0004964,-0.0004056
00247675.jpg,-0.0004964,-0.0004056
00247686.jpg,-0.0004964,-0.0004056
00247697.jpg,-0.0004964,-0.0004056
00247708.jpg,-0.0004964,-0.0004056
00247719.jpg,-0.0004964,-0.0004056
00247730.jpg,-0.0004964,-0.0004056
00247741.jpg,-0.0004964,-0.0004056
00247752.jpg,-0.0004964,-0.0004056
00247763.jpg,-0.0004964,-0.0004056
00247774.jpg,-0.0004964,-0.0004056
00247785.jpg,-0.0004931,-0.0004056
00247796.jpg,-0.0004787,-0.0004057
00247807.jpg,-0.0004774,-0.0004055
00247818.jpg,-0.0004578,-0.0003952
00247829.jpg,-0.0004134,-0.0003809
00247840.jpg,-0.0003476,-0.0003698
00247851.jpg,-0.0002890,-0.0003383
00247862.jpg,-0.0002609,-0.0002824
00247873.jpg,-0.0002432,-0.0002205
00247884.jpg,-0.0002241,-0.0001591
00247895.jpg,-0.0002153,-0.0000967
00247906.jpg,-0.0002196,-0.0000321
00247917.jpg,-0.0002212,0.0000313
00247928.jpg,-0.0002218,0.0000962
00247939.jpg,-0.0002221,0.0001600
00247950.jpg,-0.0002224,0.0002249
00247961.jpg,-0.0002225,0.0002882
00247972.jpg,-0.0002227,0.0003525
00247983.jpg,-0.0002229,0.0004166
00247994.jpg,-0.0002231,0.0004811
00248005.jpg,-0.0002232,0.0005363
00248016.jpg,-0.0002232,0.0005364
00248027.jpg,-0.0002232,0.0005364
00248038.jpg,-0.0002232,0.0005364
00248049.jpg,-0.0002232,0.0005364
00248060.jpg,-0.0002232,0.0005364
00248071.jpg,-0.0002232,0.0005364
00248082.jpg,-0.0002232,0.0005364
00248093.jpg,-0.0002232,0.0005364
00248104.jpg,-0.0002233,0.0005463
00248115.jpg,-0.0002234,0.0005833
00248126.jpg,-0.0002235,0.0006435
00248137.jpg,-0.0002237,0.0007078
00248148.jpg,-0.0002386,0.0007663
00248159.jpg,-0.0002648,0.0008290
00248170.jpg,-0.0002990,0.0008859
00248181.jpg,-0.0003552,0.0009129
00248192.jpg,-0.0004194,0.0009219
00248203.jpg,-0.0004810,0.0009225
00248214.jpg,-0.0005457,0.0009209
00248225.jpg,-0.0006104,0.0009201
00248236.jpg,-0.0006750,0.0009195
00248247.jpg,-0.0007391,0.0009190
00248258.jpg,-0.0008032,0.0009184
00248269.jpg,-0.0008674,0.0009143
00248280.jpg,-0.0009310,0.0009025
00248291.jpg,-0.0009921,0.0008814
00248302.jpg,-0.0010492,0.0008513
00248313.jpg,-0.0011005,0.0008120
00248324.jpg,-0.0011438,0.0007642
00248335.jpg,-0.0011758,0.0007086
00248346.jpg,-0.0011958,0.0006476
00248357.jpg,-0.0012035,0.0005839
00248368.jpg,-0.0012048,0.0005197
00248379.jpg,-0.0012048,0.0004555
00248390.jpg,-0.0012046,0.0003913
00248401.jpg,-0.0012043,0.0003270
00248412.jpg,-0.0012039,0.0002628
00248423.jpg,-0.0012036,0.0001986
00248434.jpg,-0.0012030,0.0001363
00248445.jpg,-0.0012020,0.0000721
00248456.jpg,-0.0012012,0.0000074
00248467.jpg,-0.0012007,-0.0000425
00248478.jpg,-0.0012007,-0.0000425
00248489.jpg,-0.0012007,-0.0000425
00248500.jpg,-0.0012007,-0.0000425
00248511.jpg,-0.0012007,-0.0000425
00248522.jpg,-0.0012007,-0.0000425
00248533.jpg,-0.0012007,-0.0000425
00248544.jpg,-0.0012009,-0.0000437
00248555.jpg,-0.0012008,-0.0000661
00248566.jpg,-0.0012005,-0.0001137
00248577.jpg,-0.0012001,-0.0001787
