filename,lat,long
00379051.jpg,-0.0011679,-0.0002028
00379062.jpg,-0.0011679,-0.0002316
00379073.jpg,-0.0011608,-0.0002832
00379084.jpg,-0.0011235,-0.0003392
00379095.jpg,-0.0010558,-0.0003667
00379106.jpg,-0.0009822,-0.0003714
00379117.jpg,-0.0009086,-0.0003727
00379128.jpg,-0.0008351,-0.0003731
00379139.jpg,-0.0007615,-0.0003734
00379150.jpg,-0.0006880,-0.0003736
00379161.jpg,-0.0006144,-0.0003738
00379172.jpg,-0.0005408,-0.0003740
00379183.jpg,-0.0005065,-0.0003741
00379194.jpg,-0.0005065,-0.0003741
00379205.jpg,-0.0005065,-0.0003741
00379216.jpg,-0.0005065,-0.0003741
00379227.jpg,-0.0005065,-0.0003741
00379238.jpg,-0.0005065,-0.0003741
00379249.jpg,-0.0005065,-0.0003741
00379260.jpg,-0.0005065,-0.0003741
00379271.jpg,-0.0005065,-0.0003741
00379282.jpg,-0.0005065,-0.0003741
00379293.jpg,-0.0005065,-0.0003741
00379304.jpg,-0.0005065,-0.0003741
00379315.jpg,-0.0005065,-0.0003741
00379326.jpg,-0.0005065,-0.0003741
00379337.jpg,-0.0005065,-0.0003741
00379348.jpg,-0.0005065,-0.0003741
00379359.jpg,-0.0005065,-0.0003741
00379370.jpg,-0.0005065,-0.0003741
00379381.jpg,-0.0005065,-0.0003741
00379392.jpg,-0.0005065,-0.0003741
00379403.jpg,-0.0005065,-0.0003741
00379414.jpg,-0.0005065,-0.0003741
00379425.jpg,-0.0005065,-0.0003741
00379436.jpg,-0.0004974,-0.0003741
00379447.jpg,-0.0004631,-0.0003742
00379458.jpg,-0.0004058,-0.0003744
00379469.jpg,-0.0003380,-0.0003664
00379480.jpg,-0.0002807,-0.0003296
00379491.jpg,-0.0002568,-0.0002595
00379502.jpg,-0.0002527,-0.0002022
00379513.jpg,-0.0002529,-0.0001926
00379524.jpg,-0.0002530,-0.0001569
00379535.jpg,-0.0002530,-0.0000993
00379546.jpg,-0.0002531,-0.0000259
00379557.jpg,-0.0002533,0.0000478
00379568.jpg,-0.0002535,0.0001213
00379579.jpg,-0.0002537,0.0001950
00379590.jpg,-0.0002539,0.0002665
00379601.jpg,-0.0002541,0.0003391
00379612.jpg,-0.0002543,0.0004131
00379623.jpg,-0.0002545,0.0004865
00379634.jpg,-0.0002547,0.0005597
00379645.jpg,-0.0002549,0.0006155
00379656.jpg,-0.0002549,0.0006151
00379667.jpg,-0.0002549,0.0006151
00379678.jpg,-0.0002549,0.0006151
00379689.jpg,-0.0002549,0.0006151
00379700.jpg,-0.0002549,0.0006151
00379711.jpg,-0.0002549,0.0006151
00379722.jpg,-0.0002549,0.0006151
00379733.jpg,-0.0002549,0.0006151
00379744.jpg,-0.0002549,0.0006151
00379755.jpg,-0.0002549,0.0006151
00379766.jpg,-0.0002549,0.0006151
00379777.jpg,-0.0002549,0.0006151
00379788.jpg,-0.0002549,0.0006151
00379799.jpg,-0.0002549,0.0006151
00379810.jpg,-0.0002549,0.0006151
00379821.jpg,-0.0002549,0.0006151
00379832.jpg,-0.0002549,0.0006151
00379843.jpg,-0.0002549,0.0006151
00379854.jpg,-0.0002549,0.0006151
00379865.jpg,-0.0002549,0.0006151
00379876.jpg,-0.0002549,0.0006151
00379887.jpg,-0.0002549,0.0006151
00379898.jpg,-0.0002549,0.0006172
00379909.jpg,-0.0002550,0.0006394
00379920.jpg,-0.0002551,0.0006873
00379931.jpg,-0.0002554,0.0007533
00379942.jpg,-0.0002654,0.0008204
00379953.jpg,-0.0003096,0.0008725
00379964.jpg,-0.0003668,0.0008852
00379975.jpg,-0.0003799,0.0008869
00379986.jpg,-0.0004197,0.0008884
00379997.jpg,-0.0004801,0.0008890
00380008.jpg,-0.0005520,0.0008889
00380019.jpg,-0.0006250,0.0008884
00380030.jpg,-0.0006976,0.0008879
00380041.jpg,-0.0007698,0.0008874
00380052.jpg,-0.0007786,0.0008873
00380063.jpg,-0.0007968,0.0008872
00380074.jpg,-0.0008407,0.0008855
00380085.jpg,-0.0009041,0.0008760
00380096.jpg,-0.0009742,0.0008535
00380107.jpg,-0.0010391,0.0008188
00380118.jpg,-0.0010948,0.0007711
00380129.jpg,-0.0011239,0.0007375
00380140.jpg,-0.0011342,0.0007223
00380151.jpg,-0.0011531,0.0006822
00380162.jpg,-0.0011686,0.0006198
00380173.jpg,-0.0011726,0.0005468
00380184.jpg,-0.0011732,0.0004741
00380195.jpg,-0.0011731,0.0004014
00380206.jpg,-0.0011730,0.0003785
00380217.jpg,-0.0011729,0.0003425
00380228.jpg,-0.0011726,0.0002845
00380239.jpg,-0.0011721,0.0002109
00380250.jpg,-0.0011715,0.0001382
00380261.jpg,-0.0011704,0.0000650
00380272.jpg,-0.0011694,-0.0000039
00380283.jpg,-0.0011694,-0.0000054
00380294.jpg,-0.0011694,-0.0000111
00380305.jpg,-0.0011694,-0.0000400
00380316.jpg,-0.0011693,-0.0000524
00380327.jpg,-0.0011693,-0.0000524
00380338.jpg,-0.0011693,-0.0000524
00380349.jpg,-0.0011693,-0.0000524
00380360.jpg,-0.0011693,-0.0000524
00380371.jpg,-0.0011693,-0.0000524
00380382.jpg,-0.0011693,-0.0000524
00380393.jpg,-0.0011693,-0.0000524
00380404.jpg,-0.0011693,-0.0000524
00380415.jpg,-0.0011693,-0.0000524
00380426.jpg,-0.0011693,-0.0000524
